Age,Annual_salary,Currency,Country,professional_work_experience_overall,professional_work_experience_field,education_level,Gender,grouped_industry,salary_in_usd
25-34,86400.0,USD,US,2 - 4 years,2 - 4 years,Master's degree,Woman,Healthcare,86400.0
35-44,63000.0,GBP,UK,5-7 years,5-7 years,PhD,Man,Computing,81270.0
45-54,136750.0,USD,US,31 - 40 years,21 - 30 years,College degree,Man,Accounting,136750.0
25-34,46000.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Media,46000.0
35-44,57500.0,USD,US,21 - 30 years,8 - 10 years,Master's degree,Man,Tourism,57500.0
25-34,62400.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Nonprofits,62400.0
35-44,54000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Other or prefer not to answer,Accounting,54000.0
25-34,55000.0,USD,US,2 - 4 years,1 year or less,Master's degree,Woman,Social Work,55000.0
25-34,34000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Research,34000.0
35-44,79000.0,USD,US,21 - 30 years,8 - 10 years,Master's degree,Woman,Nonprofits,79000.0
45-54,37400.0,USD,US,21 - 30 years,11 - 20 years,Master's degree,Woman,Education,37400.0
25-34,50000.0,USD,US,8 - 10 years,2 - 4 years,Master's degree,Woman,Nonprofits,50000.0
45-54,60000.0,USD,US,21 - 30 years,21 - 30 years,Some college,Woman,Marketing,60000.0
25-34,30888.0,USD,US,2 - 4 years,2 - 4 years,Master's degree,Woman,HR,30888.0
25-34,77500.0,USD,US,5-7 years,2 - 4 years,Master's degree,Woman,Other,77500.0
45-54,142000.0,USD,US,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Woman,Healthcare,142000.0
25-34,60000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Healthcare,60000.0
35-44,80000.0,USD,US,21 - 30 years,11 - 20 years,Master's degree,Woman,Healthcare,80000.0
25-34,115000.0,USD,US,1 year or less,1 year or less,College degree,Man,Computing,115000.0
25-34,62400.0,USD,US,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,62400.0
45-54,59000.0,USD,US,21 - 30 years,8 - 10 years,College degree,Woman,Healthcare,59000.0
25-34,58000.0,USD,US,2 - 4 years,2 - 4 years,Master's degree,Woman,Education,58000.0
25-34,38480.0,USD,US,8 - 10 years,2 - 4 years,Master's degree,Woman,Nonprofits,38480.0
35-44,100000.0,USD,US,11 - 20 years,5-7 years,College degree,Woman,Marketing,100000.0
55-64,96000.0,USD,US,31 - 40 years,21 - 30 years,Some college,Woman,Other,96000.0
25-34,42500.0,USD,US,11 - 20 years,5-7 years,Master's degree,Man,Museums,42500.0
25-34,62000.0,USD,US,2 - 4 years,2 - 4 years,PhD,Woman,Education,62000.0
25-34,100000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Engineering,100000.0
25-34,88000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Nonprofits,88000.0
35-44,58000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,58000.0
45-54,89000.0,USD,US,21 - 30 years,11 - 20 years,Some college,Man,Engineering,89000.0
18-24,72800.0,USD,US,2 - 4 years,2 - 4 years,PhD,Woman,Nonprofits,72800.0
25-34,80000.0,USD,US,8 - 10 years,2 - 4 years,College degree,Woman,Computing,80000.0
25-34,52000.0,USD,US,1 year or less,1 year or less,College degree,Woman,Healthcare,52000.0
35-44,124000.0,USD,US,8 - 10 years,5-7 years,College degree,Man,Insurance,124000.0
45-54,44700.0,USD,US,31 - 40 years,21 - 30 years,Master's degree,Man,Insurance,44700.0
35-44,82500.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Nonprofits,82500.0
18-24,72500.0,USD,US,1 year or less,1 year or less,College degree,Woman,Business,72500.0
25-34,95000.0,USD,US,5-7 years,2 - 4 years,Master's degree,Woman,Administration,95000.0
25-34,50000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Social Work,50000.0
35-44,35000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Nonprofits,35000.0
35-44,180000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,HR,180000.0
35-44,65280.0,USD,US,11 - 20 years,5-7 years,Master's degree,Woman,Education,65280.0
35-44,94500.0,USD,US,11 - 20 years,2 - 4 years,College degree,Woman,Healthcare,94500.0
65 or over,135200.0,USD,US,31 - 40 years,31 - 40 years,College degree,Woman,Healthcare,135200.0
18-24,45000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Nonprofits,45000.0
35-44,51000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,51000.0
18-24,52000.0,USD,US,2 - 4 years,1 year or less,College degree,Woman,Nonprofits,52000.0
35-44,120000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Military,120000.0
35-44,48000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,48000.0
25-34,163000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Man,Computing,163000.0
35-44,185000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Computing,185000.0
45-54,140000.0,AUD/NZD,New Zealand,21 - 30 years,21 - 30 years,College degree,Woman,Administration,92400.0
25-34,103000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Man,Healthcare,103000.0
25-34,106000.0,USD,US,5-7 years,5-7 years,Master's degree,Man,Engineering,106000.0
35-44,77000.0,USD,US,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,77000.0
25-34,36000.0,GBP,UK,5-7 years,2 - 4 years,PhD,Woman,Other,46440.0
25-34,70000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Sales,70000.0
35-44,80000.0,USD,US,11 - 20 years,11 - 20 years,PhD,Woman,Education,80000.0
25-34,17500.0,USD,US,5-7 years,2 - 4 years,Master's degree,Non-binary,Education,17500.0
25-34,92500.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Research,92500.0
25-34,47840.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Contracting,47840.0
25-34,52000.0,USD,US,2 - 4 years,2 - 4 years,Master's degree,Woman,Education,52000.0
25-34,120000.0,USD,US,8 - 10 years,2 - 4 years,College degree,Woman,Computing,120000.0
35-44,85000.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Art,85000.0
35-44,59000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,59000.0
18-24,33280.0,USD,US,2 - 4 years,2 - 4 years,College degree,Non-binary,Nonprofits,33280.0
25-34,183000.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Computing,183000.0
35-44,37000.0,CAD,Canada,8 - 10 years,5-7 years,Some college,Woman,Retail,26640.0
25-34,74000.0,CAD,Canada,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,Healthcare,53280.0
35-44,80000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Library,80000.0
55-64,142000.0,USD,US,31 - 40 years,21 - 30 years,Master's degree,Woman,Retail,142000.0
45-54,72000.0,USD,US,21 - 30 years,11 - 20 years,Master's degree,Woman,Education,72000.0
18-24,93000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Computing,93000.0
25-34,50128.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Education,50128.0
35-44,50000.0,USD,US,8 - 10 years,2 - 4 years,Master's degree,Woman,Education,50000.0
35-44,152000.0,USD,US,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",,Law,152000.0
25-34,40000.0,GBP,UK,2 - 4 years,2 - 4 years,PhD,Woman,Research,51600.0
35-44,94000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Nonprofits,94000.0
25-34,75250.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Media,75250.0
35-44,31800.0,USD,US,11 - 20 years,2 - 4 years,College degree,Woman,Education,31800.0
35-44,95368.0,USD,US,21 - 30 years,11 - 20 years,College degree,Man,Administration,95368.0
25-34,38480.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Accounting,38480.0
35-44,51000.0,USD,US,11 - 20 years,11 - 20 years,Some college,Woman,Education,51000.0
35-44,40000.0,USD,US,21 - 30 years,11 - 20 years,College degree,Man,Computing,40000.0
25-34,53000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Administration,53000.0
35-44,65000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Administration,65000.0
35-44,118750.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Healthcare,118750.0
25-34,33000.0,GBP,UK,2 - 4 years,2 - 4 years,College degree,Woman,Media,42570.0
25-34,66800.0,USD,US,8 - 10 years,2 - 4 years,College degree,Woman,Property,66800.0
35-44,90000.0,USD,US,11 - 20 years,11 - 20 years,PhD,Woman,Education,90000.0
25-34,147000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Computing,147000.0
35-44,54000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,54000.0
35-44,76800.0,USD,US,11 - 20 years,11 - 20 years,PhD,Woman,Education,76800.0
45-54,43000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,43000.0
45-54,74000.0,USD,US,21 - 30 years,11 - 20 years,College degree,Woman,Events,74000.0
45-54,100000.0,USD,US,21 - 30 years,21 - 30 years,College degree,Man,Engineering,100000.0
35-44,85000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,85000.0
25-34,87000.0,CAD,Canada,8 - 10 years,5-7 years,College degree,Woman,Computing,62640.0
35-44,46800.0,USD,US,11 - 20 years,5-7 years,Some college,Woman,HR,46800.0
25-34,180000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Computing,180000.0
25-34,30000.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Events,30000.0
55-64,33000.0,USD,US,31 - 40 years,21 - 30 years,College degree,Woman,Education,33000.0
25-34,56000.0,USD,US,8 - 10 years,1 year or less,College degree,Woman,Accounting,56000.0
25-34,70000.0,USD,US,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,70000.0
25-34,172000.0,USD,US,8 - 10 years,5-7 years,College degree,Man,Computing,172000.0
55-64,57000.0,USD,US,11 - 20 years,5-7 years,College degree,Woman,Education,57000.0
35-44,42000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Woman,Nonprofits,42000.0
35-44,175000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Man,Computing,175000.0
35-44,112000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Computing,112000.0
35-44,120000.0,USD,US,11 - 20 years,5-7 years,Some college,Man,Insurance,120000.0
25-34,79000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,79000.0
35-44,40000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,40000.0
35-44,44000.0,CAD,Canada,11 - 20 years,11 - 20 years,College degree,Woman,Education,31680.0
35-44,170000.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Events,170000.0
35-44,65000.0,USD,US,21 - 30 years,11 - 20 years,Master's degree,Woman,Nonprofits,65000.0
35-44,80000.0,USD,US,11 - 20 years,8 - 10 years,PhD,Woman,Nonprofits,80000.0
35-44,67000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Administration,67000.0
35-44,55000.0,USD,US,11 - 20 years,1 year or less,Master's degree,Woman,Nonprofits,55000.0
25-34,42500.0,USD,US,8 - 10 years,2 - 4 years,College degree,Woman,Education,42500.0
35-44,24975.0,GBP,UK,11 - 20 years,2 - 4 years,PhD,Woman,Nonprofits,32217.75
35-44,135000.0,USD,US,11 - 20 years,11 - 20 years,Some college,Non-binary,Marketing,135000.0
25-34,34000.0,USD,US,8 - 10 years,8 - 10 years,Some college,Woman,Tourism,34000.0
18-24,45011.0,USD,US,1 year or less,1 year or less,College degree,Woman,Healthcare,45011.0
25-34,100000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Woman,Other,100000.0
25-34,156000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Other or prefer not to answer,Computing,156000.0
25-34,47250.0,USD,US,5-7 years,5-7 years,College degree,Woman,Accounting,47250.0
35-44,29120.0,USD,US,21 - 30 years,5-7 years,Some college,Woman,Healthcare,29120.0
25-34,42500.0,USD,US,5-7 years,1 year or less,College degree,Woman,Nonprofits,42500.0
25-34,94000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Transportation,94000.0
35-44,58000.0,USD,US,11 - 20 years,1 year or less,Some college,Woman,Other,58000.0
25-34,86000.0,AUD/NZD,Australia,11 - 20 years,8 - 10 years,College degree,Woman,Marketing,56760.0
35-44,105000.0,USD,US,5-7 years,5-7 years,Master's degree,Man,Business,105000.0
25-34,76200.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Law,76200.0
25-34,140000.0,USD,US,2 - 4 years,2 - 4 years,PhD,Woman,Business,140000.0
45-54,76500.0,USD,US,21 - 30 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,Administration,76500.0
45-54,75000.0,USD,US,21 - 30 years,11 - 20 years,Some college,Woman,Law,75000.0
25-34,305000.0,USD,US,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,305000.0
25-34,100000.0,AUD/NZD,Australia,8 - 10 years,5-7 years,Master's degree,Woman,Property,66000.0
35-44,105000.0,USD,US,11 - 20 years,11 - 20 years,,Woman,Nonprofits,105000.0
45-54,88000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,88000.0
25-34,71400.0,USD,US,2 - 4 years,2 - 4 years,Master's degree,Woman,Computing,71400.0
25-34,42000.0,USD,US,2 - 4 years,2 - 4 years,Master's degree,Woman,Education,42000.0
25-34,31000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Man,Administration,31000.0
25-34,48000.0,GBP,UK,11 - 20 years,2 - 4 years,Master's degree,Woman,Tourism,61920.0
35-44,80000.0,USD,US,2 - 4 years,2 - 4 years,PhD,Woman,Education,80000.0
25-34,98000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Manufacturing,98000.0
35-44,82570.0,AUD/NZD,Australia,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,54496.200000000004
35-44,45000.0,USD,US,11 - 20 years,2 - 4 years,College degree,Woman,Marketing,45000.0
35-44,91200.0,USD,US,11 - 20 years,11 - 20 years,College degree,Man,Pharmaceuticals,91200.0
25-34,66463.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Accounting,66463.0
35-44,137500.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Woman,Administration,137500.0
25-34,177000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Computing,177000.0
25-34,52000.0,USD,US,2 - 4 years,1 year or less,Master's degree,Woman,Environmental,52000.0
25-34,65000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Nonprofits,65000.0
35-44,80000.0,USD,US,21 - 30 years,11 - 20 years,Master's degree,Woman,Healthcare,80000.0
25-34,60000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Law,60000.0
25-34,62000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Marketing,62000.0
25-34,150000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Computing,150000.0
25-34,51000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Nonprofits,51000.0
35-44,82000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Computing,82000.0
35-44,135000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Tourism,135000.0
25-34,48000.0,USD,US,8 - 10 years,2 - 4 years,Some college,Woman,Construction,48000.0
35-44,70000.0,USD,US,11 - 20 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Accounting,70000.0
25-34,84000.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Manufacturing,84000.0
35-44,75000.0,USD,US,21 - 30 years,2 - 4 years,College degree,Man,Transportation,75000.0
45-54,165000.0,USD,US,21 - 30 years,21 - 30 years,College degree,Man,Media,165000.0
25-34,45000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,45000.0
35-44,70500.0,USD,US,21 - 30 years,11 - 20 years,College degree,Woman,Computing,70500.0
25-34,230000.0,USD,US,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,Law,230000.0
35-44,85000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Law,85000.0
45-54,108000.0,USD,US,21 - 30 years,11 - 20 years,College degree,Woman,Administration,108000.0
18-24,77500.0,USD,US,2 - 4 years,1 year or less,College degree,Woman,Business,77500.0
25-34,81000.0,USD,US,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,81000.0
25-34,102300.0,AUD/NZD,Australia,11 - 20 years,8 - 10 years,College degree,Woman,Events,67518.0
35-44,235000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Accounting,235000.0
35-44,36000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,HR,36000.0
45-54,100000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Marketing,100000.0
25-34,52000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Healthcare,52000.0
35-44,41000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Nonprofits,41000.0
35-44,89000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Man,Accounting,89000.0
35-44,65000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,65000.0
55-64,50000.0,USD,US,41 years or more,31 - 40 years,Some college,Man,Engineering,50000.0
45-54,69828.0,USD,US,21 - 30 years,11 - 20 years,Master's degree,Woman,Administration,69828.0
25-34,107000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Nonprofits,107000.0
35-44,107000.0,GBP,UK,21 - 30 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Healthcare,138030.0
18-24,32500.0,USD,US,1 year or less,1 year or less,College degree,Woman,Research,32500.0
25-34,62500.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Education,62500.0
25-34,60000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Administration,60000.0
25-34,72800.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Healthcare,72800.0
25-34,62000.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Computing,62000.0
35-44,75000.0,USD,US,21 - 30 years,11 - 20 years,Master's degree,Woman,Aviation,75000.0
35-44,120000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Administration,120000.0
25-34,55000.0,USD,US,5-7 years,5-7 years,Master's degree,Non-binary,Education,55000.0
35-44,95000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Woman,Computing,95000.0
25-34,69000.0,USD,US,2 - 4 years,5-7 years,Master's degree,Woman,Property,69000.0
45-54,68000.0,USD,US,21 - 30 years,5-7 years,Some college,Woman,Computing,68000.0
25-34,37440.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Media,37440.0
55-64,57117.0,USD,US,31 - 40 years,11 - 20 years,Some college,Woman,Nonprofits,57117.0
35-44,60000.0,CAD,Canada,8 - 10 years,8 - 10 years,Master's degree,Woman,Nonprofits,43200.0
25-34,173000.0,USD,US,11 - 20 years,5-7 years,College degree,Man,Computing,173000.0
25-34,44200.0,Other,Singapore,5-7 years,2 - 4 years,College degree,Man,Administration,44200.0
35-44,130000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Computing,130000.0
25-34,48000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Education,48000.0
25-34,35000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Law,35000.0
25-34,138000.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Computing,138000.0
25-34,62000.0,USD,US,1 year or less,1 year or less,PhD,Woman,Education,62000.0
35-44,108160.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Nonprofits,108160.0
55-64,120000.0,USD,US,31 - 40 years,21 - 30 years,Some college,Woman,Insurance,120000.0
25-34,53000.0,USD,US,5-7 years,5-7 years,College degree,Man,Accounting,53000.0
25-34,158000.0,USD,US,8 - 10 years,8 - 10 years,,Woman,Healthcare,158000.0
25-34,79000.0,USD,US,5-7 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,Law,79000.0
35-44,80000.0,CAD,Canada,8 - 10 years,8 - 10 years,Some college,Woman,Food,57600.0
35-44,37800.0,Other,Singapore,5-7 years,5-7 years,College degree,Man,Marketing,37800.0
45-54,95000.0,USD,US,21 - 30 years,8 - 10 years,Master's degree,Woman,Transportation,95000.0
25-34,110000.0,USD,US,11 - 20 years,5-7 years,College degree,Woman,Computing,110000.0
35-44,100000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Man,Accounting,100000.0
35-44,61000.0,USD,US,11 - 20 years,5-7 years,College degree,Man,Administration,61000.0
35-44,101000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Man,Sales,101000.0
25-34,208000.0,AUD/NZD,Australia,8 - 10 years,8 - 10 years,College degree,Woman,Engineering,137280.0
25-34,70000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Consulting,70000.0
45-54,106000.0,USD,US,31 - 40 years,21 - 30 years,Master's degree,Woman,Education,106000.0
25-34,94000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Administration,94000.0
35-44,139000.0,USD,US,21 - 30 years,21 - 30 years,College degree,Woman,Computing,139000.0
25-34,63000.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Computing,63000.0
55-64,225000.0,USD,US,31 - 40 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,Law,225000.0
35-44,109000.0,USD,US,11 - 20 years,5-7 years,College degree,Woman,HR,109000.0
35-44,185000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Computing,185000.0
35-44,87000.0,USD,US,11 - 20 years,5-7 years,PhD,Woman,Education,87000.0
25-34,100000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Man,Computing,100000.0
35-44,211000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Engineering,211000.0
35-44,68000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,68000.0
35-44,50000.0,USD,US,11 - 20 years,2 - 4 years,Master's degree,Woman,Nonprofits,50000.0
18-24,48000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Other,48000.0
25-34,68000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,68000.0
55-64,200000.0,CAD,US,31 - 40 years,31 - 40 years,College degree,Woman,Other,144000.0
45-54,58000.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Woman,Education,58000.0
35-44,72000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Woman,Administration,72000.0
25-34,114000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,114000.0
25-34,223000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Man,Computing,223000.0
35-44,103000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Engineering,103000.0
35-44,63000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Man,Administration,63000.0
35-44,175000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Engineering,175000.0
35-44,62000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Tourism,62000.0
55-64,112800.0,USD,US,21 - 30 years,11 - 20 years,Master's degree,Woman,Nonprofits,112800.0
35-44,70000.0,CAD,Canada,8 - 10 years,2 - 4 years,College degree,,Healthcare,50400.0
35-44,75000.0,USD,US,11 - 20 years,8 - 10 years,PhD,Woman,Museums,75000.0
25-34,76000.0,USD,US,8 - 10 years,5-7 years,PhD,Woman,Administration,76000.0
55-64,90000.0,USD,US,31 - 40 years,21 - 30 years,College degree,Woman,Communication,90000.0
25-34,135000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Computing,135000.0
25-34,50920.0,USD,US,2 - 4 years,1 year or less,Some college,Non-binary,Nonprofits,50920.0
45-54,1000000.0,Other,Taiwan,11 - 20 years,11 - 20 years,PhD,Woman,Other,1000000.0
65 or over,108000.0,USD,US,41 years or more,41 years or more,PhD,Woman,Education,108000.0
25-34,30000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Education,30000.0
25-34,112000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Healthcare,112000.0
25-34,72800.0,USD,US,8 - 10 years,8 - 10 years,Some college,Man,Computing,72800.0
25-34,51000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Nonprofits,51000.0
25-34,54000.0,USD,US,2 - 4 years,2 - 4 years,Master's degree,Woman,Education,54000.0
35-44,100000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Computing,100000.0
45-54,114000.0,USD,US,21 - 30 years,11 - 20 years,College degree,Woman,Education,114000.0
25-34,76000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Nonprofits,76000.0
45-54,198000.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Woman,Marketing,198000.0
45-54,81000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Man,Biotech,81000.0
35-44,200000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Woman,Accounting,200000.0
35-44,176000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Man,Computing,176000.0
45-54,115000.0,USD,US,21 - 30 years,11 - 20 years,Master's degree,Woman,Sales,115000.0
35-44,104164.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Business,104164.0
35-44,100000.0,CAD,Canada,11 - 20 years,11 - 20 years,College degree,Woman,Computing,72000.0
25-34,97000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Computing,97000.0
25-34,81000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Education,81000.0
45-54,95000.0,USD,US,21 - 30 years,21 - 30 years,College degree,Woman,Engineering,95000.0
25-34,58500.0,AUD/NZD,New Zealand,8 - 10 years,5-7 years,College degree,Woman,Nonprofits,38610.0
25-34,48700.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Computing,48700.0
45-54,96000.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Man,Medical,96000.0
25-34,87000.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Healthcare,87000.0
25-34,75000.0,USD,US,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,75000.0
25-34,70000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Retail,70000.0
35-44,100000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Nonprofits,100000.0
35-44,110000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Nonprofits,110000.0
25-34,66560.0,USD,US,8 - 10 years,8 - 10 years,College degree,Man,Nonprofits,66560.0
25-34,91000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Education,91000.0
35-44,45000.0,USD,US,21 - 30 years,41 years or more,Some college,Woman,Healthcare,45000.0
25-34,93000.0,USD,US,11 - 20 years,2 - 4 years,Master's degree,Woman,Nonprofits,93000.0
35-44,136000.0,USD,US,11 - 20 years,11 - 20 years,Some college,Non-binary,Computing,136000.0
35-44,50000.0,USD,US,21 - 30 years,21 - 30 years,Some college,Woman,Sales,50000.0
35-44,72000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,72000.0
25-34,122000.0,USD,US,8 - 10 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,Pharmaceuticals,122000.0
35-44,118000.0,USD,US,5-7 years,5-7 years,PhD,Woman,Education,118000.0
